fdc_id,description,brand_owner,brand_name,ingredients,serving_size,serving_size_unit,food_category,search_category
2195284,"BLUEBERRY MUFFINS, BLUEBERRY","Detroit City Dairy, Inc.",SABRINA'S,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, WATER, EGG, SOYBEAN/CANOLA OIL, BLUEBERRIES, DEXTROSE, MILK WHEY, MODIFIED CORN STARCH, LEAVENING (SODIUM ALUMINUM PHOSPHATE, BAKING SODA), SALT, NONFAT MILK, CALCIUM ACETATE, XANTHAN GUM, SOY FLOUR, NATURAL & ARTIFICIAL FLAVOR.",71.0,g,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2486067,"BLUEBERRY MUFFINS, BLUEBERRY",By the Way Bakery LLC,BY THE WAY BAKERY,"SUGAR, BTW GLUTEN FREE FLOUR MIX (WHITE RICE FLOUR, BROWN RICE FLOUR, POTATO STARCH, SORGHUM FLOUR, TAPIOCA FLOUR, XANTHAN GUM), BLUEBERRIES, CANOLA OIL, EGGS, COCONUT CREAM, LEMON JUICE, BAKING POWDER, VANILLA EXTRACT, SALT",70.0,g,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2637579,"BLUEBERRY MUFFINS, BLUEBERRY","Meijer, Inc.",MEIJER,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, SOYBEAN OIL, BLUEBERRIES, EGGS, WATER, BUTTERMILK (NONFAT MILK, DRY BUTTERMILK, BACTERIAL CULTURE), MARGARINE (SOYBEAN OIL, PALM AND MODIFIED PALM OIL, WATER, CANOLA OIL, SALT, WHEY, MONOGLYCERIDES OF FATTY ACIDS, SOY LECITHIN, CITRIC ACID, NATURAL FLAVOR, ANNATTO EXTRACT [COLOR] AND TURMERIC [COLOR], VITAMIN A PALMITATE, VITAMIN D3), WHEY, LEAVENING (BAKING SODA, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, DEXTROSE, MONO- AND DIGLYCERIDES, POLYGLYCEROL ESTERS OF FATTY ACIDS, NATURAL AND ARTIFICIAL FLAVOR, CELLULOSE GUM, SODIUM STEAROYL LACTYLATE, XANTHAN GUM, CITRIC ACID.",99.0,GRM,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2668430,"BLUEBERRY MUFFINS, BLUEBERRY","Bimbo Bakeries USA, Inc.",ENTENMANN'S,"SUGAR, BLEACHED WHEAT FLOUR, VEGETABLE OIL (SOYBEAN), EGGS, BLUEBERRIES, WATER, GLYCERIN, FOOD STARCH-MODIFIED (CORN), WHEY, NATURAL FLAVOR, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA, CORNSTARCH, MONOCALCIUM PHOSPHATE), MONO-AND DIGLYCERIDES, SALT, POTASSIUM SORBATE (PRESERVATIVE), SODIUM STEAROYL LACTYLATE, SORBITAN MONOSTEARATE, XANTHAN GUM, POLYSORBATE 60, SOY LECITHIN, CELLULOSE GUM, WHEY PROTEIN CONCENTRATE",47.0,GRM,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2266040,"BLUEBERRY MUFFINS, BLUEBERRY","Bako Products, Inc.",NOT A BRANDED ITEM,",CAKE MIX (SUGAR, BLEACHED ENRICHED WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, ENRICHED WITH NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, ENZYME], SOYBEAN OIL, MODIFIED FOOD STARCH, WHEY PROTEIN SOLIDS, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: LEAVENING [SODIUM ALUMINUM PHOSPHATE, SODIUM BICARBONATE], SALT, EMULSIFIER [PROPYLENE GLYCOL MONO AND DIESTERS OF FATS AND FATTY ACIDS, MONO AND DIGLYCERIDES, SODIUM STEAROYL LACTYLATE, ASCORBIC ACID], ARTIFICIAL FLAVOR, XANTHAN GUM, SODIUM ALGINATE, GUAR GUM, EGG WHITES, SOY FLOUR), WHOLE EGG (WHOLE EGG, CITRIC ACID), SOYBEAN OIL, WATER, WILD BLUEBERRIES, SUGAR, NATURAL FLAVORS (DEXTROSE, CORN STARCH, TRICALCIUM PHOSPHATE ADDED TO PREVENT CAKING, PROPYLENE GLYCOL), POTASSIUM SORBATE, BAKING POWDER (SODIUM BICARBONATE, CORNSTARCH, SODIUM ALUMINUM SULFATE, CALCIUM SULFATE, MONOCALCIUM PHOSPHATE)",57.0,g,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2063043,"BLUEBERRY MUFFINS, BLUEBERRY","Bimbo Bakeries USA, Inc.",ENTENMANN'S,"SUGAR, BLEACHED WHEAT FLOUR, VEGETABLE OIL (SOYBEAN), EGGS, BLUEBERRIES, WATER, GLYCERIN, FOOD STARCH-MODIFIED (CORN), WHEY, NATURAL FLAVOR, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA, CORNSTARCH, MONOCALCIUM PHOSPHATE), MONO- AND DIGLYCERIDES, SALT, POTASSIUM SORBATE (PRESERVATIVE), SODIUM STEAROYL LACTYLATE, SORBITAN MONOSTEARATE, XANTHAN GUM, POLYSORBATE 60, SOY LECITHIN, CELLULOSE GUM, WHEY PROTEIN CONCENTRATE.",47.0,g,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2122983,"BLUEBERRY MUFFINS, BLUEBERRY","Bimbo Bakeries USA, Inc.",ENTENMANN'S,"SUGAR, BLEACHED WHEAT FLOUR, VEGETABLE OIL (SOYBEAN), EGGS, BLUEBERRIES, WATER, GLYCERIN, FOOD STARCH-MODIFIED (CORN), WHEY, NATURAL FLAVOR, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA, CORNSTARCH, MONOCALCIUM PHOSPHATE), MONO- AND DIGLYCERIDES, SALT, POTASSIUM SORBATE (PRESERVATIVE), SODIUM STEAROYL LACTYLATE, SORBITAN MONOSTEARATE, XANTHAN GUM, POLYSORBATE 60, SOY LECITHIN, CELLULOSE GUM, WHEY PROTEIN CONCENTRATE.",47.0,g,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2486550,"BLUEBERRY MUFFINS, BLUEBERRY",Smart & Final Iris Corporation,FIRST STREET,"CREME CAKE MIX (SUGAR, BLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), FOOD STARCH - MODIFIED, SOYBEAN OIL, DAIRY PRODUCT SOLIDS [MILK), CONTAINS 2% ORLESS OF EACH OF THE FOLLOWING: LEAVENING (SODIUM ALUMINUM PHOSPHATE, SODIUM BICARBONATE), EMULSIFIER (PROPYLENE GLYCOLESTERS OF FATTY ACIDS, MONO AND DIGLYCERIDES, SODIUM STEAROYL LACTYLATE), VITAL WHEAT GLUTEN, ARTIFICIAL FLAVOR, EGG WHITES, SOY FLOUR), WHOLE EGGS, SOYBEAN OIL, WATER, WHEAT FLOUR, BLUEBERRIES, BLUEBERRY FLAVOR (PROPYLENE GLYCOL, WATER, ALCOHOL), BUTTER FLAVOR (WATER, COTTONSEED OIL, NATURAL AND ARTIFICIAL FLAVOR, TRAGACANTH GUM, CITRIC ACID, SODIUM BENZOATE (AS A PRESERVATIVE), VITAMINE), POTASSIUM SORBATE TO PROTECT FRESHNESS.",99.0,g,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2486139,"BLUEBERRY MUFFINS, BLUEBERRY","Bimbo Bakeries USA, Inc.",ENTENMANN'S,"SUGAR, BLEACHED WHEAT FLOUR, SOYBEAN OIL, EGGS, BLUEBERRIES, WATER, GLYCERIN, FOOD STARCH-MODIFIED (CORN), WHEY, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA, MONOCALCIUM PHOSPHATE), NATURAL FLAVOR, SALT, MONO-AND DIGLYCERIDES, SORBITAN MONOSTEARATE, POLYSORBATE 60, PRESERVATIVES (PHOSPHORIC ACID, SODIUM PROPIONATE, POTASSIUM SORBATE), SODIUM STEAROYL LACTYLATE, XANTHAN GUM, CELLULOSE GUM, WHEY PROTEIN CONCENTRATE.",47.0,g,"Croissants, Sweet Rolls, Muffins & Other Pastries",blueberry
2147614,"BLUEBERRY MUFFINS, BLUEBERRY","Bimbo Bakeries USA, Inc.",THOMAS',"ENRICHED WHEAT FLOUR [FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, SUGAR, FARINA, YEAST, WHEAT GLUTEN, SALT, WHEAT STARCH, CALCIUM PROPIONATE AND SORBIC ACID (TO PRESERVE FRESHNESS), NATURAL & ARTIFICIAL FLAVORS, SOYBEAN OIL, DRIED BLUEBERRIES, SUNFLOWER OIL, CELLULOSE GUM, XANTHAN GUM, SUCRALOSE, SOY LECITHIN, BLUE 1 LAKE, BLUE 2 LAKE, RED 40 LAKE, SOY, WHEY.",61.0,g,Breads & Buns,blueberry
2382898,"BLUEBERRY OATS, BLUEBERRY","MUSH Foods, Inc.",MUSH,"COCONUT MILK (WATER, COCONUT), ROLLED OATS, DRIED BLUEBERRIES (BLUEBERRIES, APPLE JUICE CONCENTRATE), SEA SALT.",141.0,g,Cereal,blueberry
2382899,"BLUEBERRY OATS, BLUEBERRY","MUSH Foods, Inc.",MUSH,"COCONUT MILK (WATER, COCONUT), ROLLED OATS, DRIED BLUEBERRIES (BLUEBERRIES, APPLE JUICE CONCENTRATE), SEA SALT.",141.0,g,Cereal,blueberry
2056490,"BLUEBERRY PANCAKES, BLUEBERRY","Hy-Vee, Inc.",HY-VEE,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID) WHEY, WATER, SUGAR, BLUEBERRY BITS (SUGAR, WHEAT STARCH, CORN STARCH, FRUCTOSE, CANOLA OIL, DEXTROSE, CORN SYRUP SOLIDS, VEGETABLE GUM [CELLULOSE, GUM ACACIA, AMMONIUM ALGINATE, CALCIUM ALGINATE], NATURAL AND ARTIFICIAL FLAVORS, BLUE 2 LAKE, RED 40 LAKE, SODIUM BICARBONATE), SOY OIL, DEXTROSE, BAKING POWDER, WHOLE EGGS, SALT, NATURAL AND ARTIFICIAL BLUEBERRY FLAVOR, SOY LECITHIN.",117.0,g,"Frozen Pancakes, Waffles, French Toast & Crepes",blueberry
2473361,"BLUEBERRY PANCAKES, BLUEBERRY","Hy-Vee, Inc.",HY-VEE,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), NONFAT MILK, WATER, SUGAR, BLUEBERRIES, SOYBEAN OIL, WHOLE EGGS, DEXTROSE, BAKING POWDER, NATURAL BLUEBERRY FLAVOR, SALT, CALCIUM CARBONATE, DICALCIUM PHOSPHATE, REDUCED IRON, NIACIN, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN THIAMINE MONONITRATE, CYANOCOBALAMIN.",117.0,g,"Frozen Pancakes, Waffles, French Toast & Crepes",blueberry
1048469,"BLUEBERRY PANCAKES, BLUEBERRY",WEGMANS,,"INGREDIENTS: WHEY, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), SUGAR, BLUEBERRIES, VEGETABLE OIL (CANOLA OIL AND/OR SOYBEAN OIL), EGGS, CONTAINS 2% OR LESS OF EACH: SALT, LEAVENING (SODIUM BICARBONATE, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE, ALUMINUM SULFATE), NATURAL FLAVORS.",117.0,g,"Frozen Pancakes, Waffles, French Toast & Crepes",blueberry
2524398,"BLUEBERRY PANCAKES, BLUEBERRY","Wal-Mart Stores, Inc.",GREAT VALUE,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), NONFAT MILK, WATER, SUGAR, BLUEBERRIES, SOYBEAN OIL, EGG, DEXTROSE, BAKING POWDER (SODIUM BICARBONATE, CORN STARCH, SODIUM ALUMINUM SULFATE, CALCIUM SULFATE, MONOCALCIUM PHOSPHATE), ARTIFICIAL BLUEBERRY FLAVOR, SALT, CALCIUM CARBONATE, DICALCIUM PHOSPHATE, REDUCED IRON, NIACIN, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMINE MONONITRATE (VITAMIN B1), CYANOCOBALAMIN (VITAMIN B12), SOY LECITHIN.",117.0,MG,"Frozen Pancakes, Waffles, French Toast & Crepes",blueberry
2615446,"BLUEBERRY PANCAKES, BLUEBERRY",The Kellogg Company ,EGGO,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, VITAMIN B [THIAMIN MONONITRATE], VITAMIN B [RIBOFLAVIN], FOLIC ACID), WATER, SUGAR, VEGETABLE OIL (SOYBEAN AND/OR CANOLA), CONTAINS 2% OR LESS OF DEXTROSE, LEAVENING (BAKING SODA, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, FRUCTOSE, MODIFIED FOOD STARCH, NATURAL FLAVOR, MALTODEXTRIN, EGGS, SOY LECITHIN, DRIED BLUEBERRIES, WHEY, VEGETABLE AND FRUIT JUICE FOR COLOR, VITAMINS AND MINERALS: IRON, VITAMIN A PALMITATE, VITAMIN B (PYRIDOXINE HYDROCHLORIDE), VITAMIN B",105.0,GRM,Other Frozen Desserts,blueberry
2469661,"BLUEBERRY PANCAKES, BLUEBERRY","Dewafelbakkers, Inc.",DE WAFELBAKKERS,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, HIGH FRUCTOSE CORN SYRUP, WHOLE BLUEBERRIES, SUGAR, CANOLA AND/OR SOYBEAN OIL, EGGS, BUTTERMILK, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, NATURAL FLAVOR, MONO-AND DIGLYCERIDES, SOY LECITHIN. VITAMINS AND MINERALS: ENRICHMENT [DICALCIUM PHOSPHATE, VITAMIN A PALMITATE, NIACINAMIDE, REDUCED IRON, CYANOCOBALAMINE (VITAMIN B12), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMINE HYDROCHLORIDE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2).",117.0,g,"Frozen Pancakes, Waffles, French Toast & Crepes",blueberry
2471239,"BLUEBERRY PANCAKES, BLUEBERRY","Big Y Foods, Inc.",BIG Y,"ENRICHED WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], WHEY, WATER, SUGAR, IMITATION BLUEBERRY BITS [SUGAR, WHEAT FLOUR, WHEAT STARCH, FRUCTOSE, CANOLA OIL, DEXTROSE, CORN SYRUP SOLIDS, NATURAL AND ARTIFICIAL FLAVORS, CELLULOSE GUM, BLUE 2 LAKE, GUM ACACIA, RED 40 LAKE, SODIUM ALGINATE, AND SODIUM BICARBONATE], SOYBEAN OIL, DEXTROSE, WHOLE EGG, BAKING POWDER, SALT, NATURAL BLUEBERRY FLAVOR, SOY LECITHIN.",117.0,g,"Frozen Pancakes, Waffles, French Toast & Crepes",blueberry
2162453,"BLUEBERRY PANCAKES, BLUEBERRY","Wegmans Food Markets, Inc. ",WEGMANS,"INGREDIENTS: WHEY, ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), SUGAR, BLUEBERRIES, VEGETABLE OIL (CANOLA OIL AND/OR SOYBEAN OIL), EGGS, CONTAINS 2% OR LESS OF EACH: SALT, LEAVENING (SODIUM BICARBONATE, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE, ALUMINUM SULFATE), NATURAL FLAVORS.",117.0,g,"Frozen Pancakes, Waffles, French Toast & Crepes",blueberry
2021137,"BLUEBERRY PANCAKES, BLUEBERRY","Dewafelbakkers, Inc.",DE WAFELBAKKERS,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, FERROUS SULFATE, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, BUTTERMILK, HIGH FRUCTOSE CORN SYRUP, WHOLE BLUEBERRIES, SUGAR, SOY AND/OR CANOLA OIL, EGGS, SALT, NATURAL FLAVORING, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), MONO-AND DIGLYCERIDES, SOY LECITHIN. VITAMINS AND MINERALS: DICALCIUM PHOSPHATE, VITAMIN A PALMITATE, NIACINAMIDE (VITAMIN B3), REDUCED IRON, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMIN HYDROCHLORIDE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), CYANOCOBALAMINE (VITAMIN B12).",117.0,g,"Pancakes, Waffles, French Toast & Crepes",blueberry
2172344,"BLUEBERRY PARFAIT, BLUEBERRY","Hy-Vee, Inc.",HY-VEE,"VANILLA YOGURT (CULTURED LOWFAT AND NONFAT MILK, SUGAR, MODIFIED CORN STARCH, VANILLA FLAVOR, NATURAL FLAVORS, KOSHER GELATIN, VITAMIN D3), BLUEBERRIES, GRANOLA (WHOLE GRAIN OATS, WHOLE GRAIN WHEAT, SUGAR, CORN SYRUP, RICE, ALMONDS, CONTAINS 2% OR LESS OF MOLASSES, MODIFIED CORN STARCH, PALM OIL, SALT, CINNAMON, NONFAT MILK, POLYGLYCEROL ESTERS OF FATTY ACIDS, NATURAL FLAVOR, MALT FLAVOR, MIXED TOCOPHEROLS FOR FRESHNESS, GUAR GUM, IRON (FERRIC PHOSPHATE), NIACINAMIDE, REDUCED IRON, FOLIC ACID, RIBOFLAVIN, PYRIDOXINE HYDROCHLORIDE, THIAMIN HYDROCHLORIDE, VITAMIN D3, VITAMIN B12).",220.0,g,Yogurt,blueberry
2178920,"BLUEBERRY PARFAIT, BLUEBERRY",Dandee Foods,ANYTIME DELI,"YOPLAIT LOWFAT VANILLA YOGURT CULTURED PASTEURIZED GRADE A LOW FAT MILK, SUGAR, POTASSIUM SORBATE ADDED TO MAINTAIN FRESHNESS, VITAMIN A ACETATE, VITAMIN D3, NATURE VALLEY GRANOLA WHOLE GRAIN OATS, SUGAR, CANOLA OIL, RICE FLOUR, HONEY, SALT, BROWN SUGAR SYRUP, BAKING SODA, SOY LECITHIN, NATURAL FLAVOR, BLUEBERRIES.",184.0,g,Yogurt,blueberry
2635042,"BLUEBERRY PIE, BLUEBERRY",Target Stores,MARKET PANTRY,"WATER, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE OIL SHORTENING (SOYBEAN OIL, PALM OIL), BLUEBERRIES, MODIFIED CORN STARCH, DEXTROSE, DEXTRIN, SALT, LESS THAN 1% OF GLYCERIN, PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), WHEY POWDER, CELLULOSE GUM, CITRIC ACID.",125.0,GRM,"Cakes, Cupcakes, Snack Cakes",blueberry
2294185,"BLUEBERRY PIE, BLUEBERRY","Hugo VPM, LLC",THE VILLAGE PIEMAKER,"BLUEBERRIES, WHEAT FLOUR, SUGAR, WATER, PALM OIL, BUTTER (CREAM, SALT), FOOD STARCH-MODIFIED, VINEGAR, 100% LEMON JUICE, EGG WHITES, SALT, NONFAT DRY MILK, SPICE.",115.0,g,"Cakes, Cupcakes, Snack Cakes",blueberry
2294902,"BLUEBERRY PIE, BLUEBERRY",Food City,KERN'S,"WILD BLUEBERRIES, WHEAT FLOUR, PALM OIL, WATER, CANE SUGAR, MODIFIED FOOD STARCH, DEXTROSE, SALT, EGG, MILK",125.0,g,"Cakes, Cupcakes, Snack Cakes",blueberry
2451699,"BLUEBERRY PIE, BLUEBERRY",Jerry's Enterprises Inc.,CUB,"BLUEBERRIES, ENRICHED FLOUR(WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, PALM OIL, WATER, FOOD STARCH-MODIFIED, SALT, DEXTROSE,XANTHAN GUM, LEMON PUREE,POTASSIUM SORBATE AND CALCIUM PROPIONATE (PRESERVATIVES).",120.0,g,"Cakes, Cupcakes, Snack Cakes",blueberry
2497301,"BLUEBERRY PIE, BLUEBERRY","KSLB Holdings, LLC",,"BLUEBERRIES, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (PALM, SOYBEAN), SUGAR, WATER, CORN SYRUP, CONTAINS 2% OR LESS: SALT, MODIFIED FOOD STARCH, POTASSIUM SORBATE (PRESERVATIVE), WHITE GRAPE JUICE CONCENTRATE, CAROB BEAN GUM, XANTHAN GUM, LEMON JUICE SOLIDS, NATURAL FLAVORS.",125.0,GRM,"Cakes, Cupcakes, Snack Cakes",blueberry
2373628,"BLUEBERRY PIE, BLUEBERRY","Wal-Mart Stores, Inc.",FRESHNESS GUARANTEED,"BLUEBERRIES, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE SHORTENING (PALM OIL, SOYBEAN OIL), WATER, SUGAR, FOOD STARCH-MODIFIED, SALT, RICE SYRUP, GRAPE JUICE CONCENTRATE, DEXTROSE, LEMON PUREE (LEMON JUICE CONCENTRATE, CITRUS PULP, LEMON OIL, WATER), POTASSIUM SORBATE (PRESERVATIVE), SODIUM PROPIONATE (PRESERVATIVE), CITRIC ACID (PRESERVATIVE).",136.0,g,"Cakes, Cupcakes, Snack Cakes",blueberry
2452029,"BLUEBERRY PIE, BLUEBERRY","Goodman Food Products, LLC",GOODMAN,"BLUEBERRIES, POTATO STARCH, PALM OIL, SUGAR, BROWN RICE FLOUR, WHITE RICE FLOUR, WATER, DEXTROSE, XANTHAN GUM, SALT.",116.0,g,"Cakes, Cupcakes, Snack Cakes",blueberry
2640051,"BLUEBERRY PIE, BLUEBERRY","American Blue Ribbon Holdings, LLC",MARKET PANTRY,"BLUEBERRIES, ENRICHED FLOUR (WHEAT FLOUR WITH NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, VEGETABLE OIL (PALM, SOYBEAN), SUGAR, MODIFIED FOOD STARCH, CORN SYRUP, SALT, BUTTER (CREAM, SALT), STABILIZER (CORN STARCH, DEXTROSE, SUGAR, GUAR AND CELLULOSE GUMS, AGAR), DEXTROSE, NATURAL FLAVOR, ANNATTO EXTARCT AND TURMERIC (COLORS), NONFAT DRY MILK FORTIFIED WITH VITAMINS A AND D, CALCIUM PROPIONATE AND SODIUM BENZOATE TO RETARD SPOILAGE, RED 40, CITRIC ACID, BAKING GLOSS (MALTODEXTRIN, SODIUM ALGINATE, MONO- AND DIGLYCERIDES).",119.0,GRM,"Cakes, Cupcakes, Snack Cakes",blueberry
2148658,"BLUEBERRY PIE, BLUEBERRY","Hugo VPM, LLC",THE VILLAGE PIEMAKER,"BLUEBERRIES, WHEAT FLOUR, SUGAR, WATER, PALM OIL, BUTTER (CREAM, SALT), FOOD STARCH-MODIFIED, VINEGAR, 100% LEMON JUICE, EGG WHITES, SALT, NONFAT DRY MILK, SPICE.",138.0,g,Other Frozen Desserts,blueberry
2638350,"BLUEBERRY PIE, BLUEBERRY","Meijer, Inc.",MEIJER,"FILLING: BLUEBERRIES, WATER, SUGAR, FOOD STARCH-MODIFIED, CITRIC ACID (PRESERVATIVE), POTASSIUM SORBATE (PRESERVATIVE), SOYBEAN OIL, SALT. CRUST: ENRICHED WHEAT FLOUR (FLOUR, ENZYME, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, WATER, SALT, DEXTROSE, SUGAR, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA, MONOCALCIUM PHOSPHATE), POTASSIUM SORBATE (PRESERVATIVE), CORNSTARCH, SOYBEAN OIL, CORN SYRUP, ARTIFICIAL FLAVOR. WASH: WATER, MALTODEXTRIN, FOOD STARCH-MODIFIED, CARAMEL (FOR COLOR), CELLULOSE GEL, CELLULOSE GUM, GUM ARABIC, CITRIC ACID (PRESERVATIVE), AGAR-AGAR, SODIUM BENZOATE (PRESERVATIVE), POTASSIUM SORBATE (PRESERVATIVE).",124.0,GRM,"Cakes, Cupcakes, Snack Cakes",blueberry
2639534,"BLUEBERRY PIE, BLUEBERRY","Meijer, Inc.",MEIJER,"FILLING: BLUEBERRIES, WATER, FRUCTOSE, SUGAR, FOOD STARCH-MODIFIED, SALT, POTASSIUM SORBATE (PRESERVATIVE). CRUST: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM AND SOYBEAN AND/OR CANOLA OIL SHORTENING, WATER, SUGAR, SALT, DEXTROSE, SODIUM PROPIONATE (PRESERVATIVE), L-CYSTEINE HYDROCHLORIDE. WASH: WATER, MALTODEXTRIN, CARAMEL COLOR, MODIFIED CORNSTARCH, CITRIC ACID, CELLULOSE GEL, ARABIC GUM, AGAR-AGAR, POTASSIUM SORBATE (PRESERVATIVE), SODIUM BENZOATE (PRESERVATIVE).",142.0,GRM,"Cakes, Cupcakes, Snack Cakes",blueberry
2171689,"BLUEBERRY PIE, BLUEBERRY","Safeway, Inc.",SIGNATURE SELECT,"BLUEBERRIES, WHEAT FLOUR, WATER, SUGAR, PALM OIL, BUTTER (CREAM, WATER, SALT), CORN SYRUP, MODIFIED CORN STARCH, RICE FLOUR, SALT, SODIUM PROPIONATE (PRESERVATIVE), TAPIOCA DEXTRIN, MALTODEXTRIN, POTASSIUM SORBATE (PRESERVATIVE), LEMON JUICE CONCENTRATE, WHEY, DEXTROSE, CITRIC ACID, RICE SYRUP, NONFAT MILK.",114.0,g,"Cakes, Cupcakes, Snack Cakes",blueberry
1954733,"BLUEBERRY PIE, BLUEBERRY","KSLB Holdings, LLC",,"BLUEBERRIES, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, VEGETABLE OIL (PALM, SOYBEAN), WATER, CORN SYRUP, CONTAINS 2% OR LESS: MODIFIED CORN STARCH, SALT, POTASSIUM SORBATE (PRESERVATIVE), GUMS (XANTHAN, CAROB BEAN), WHITE GRAPE JUICE CONCENTRATE, LEMON JUICE SOLIDS, NATURAL FLAVORS.",124.0,g,"Cakes, Cupcakes, Snack Cakes",blueberry
